,x,y
0,0.0,0.0
1,0.010001000100010001,0.009408143840359847
2,0.020002000200020003,0.02470601620908374
3,0.030003000300030003,0.04250319357377427
4,0.040004000400040006,0.06451108202088497
5,0.05000500050005001,0.05430769034784716
6,0.060006000600060005,0.05718069062821218
7,0.07000700070007002,0.06555499180453743
8,0.08000800080008001,0.07675654046935944
9,0.09000900090009001,0.0774703113730286
10,0.10001000100010002,0.12067620102102461
11,0.11001100110011001,0.1371942237861547
12,0.12001200120012001,0.09761351140501694
13,0.13001300130013002,0.12445967234361495
14,0.14001400140014003,0.193898950148937
15,0.15001500150015,0.15104870352196995
16,0.16001600160016002,0.17712102769002908
17,0.17001700170017003,0.15410519172172527
18,0.18001800180018002,0.2379037138914925
19,0.19001900190019003,0.1488323405036711
20,0.20002000200020004,0.17501677232267615
21,0.21002100210021002,0.18519175174545896
22,0.22002200220022003,0.14752889064839314
23,0.23002300230023004,0.3019342973876338
24,0.24002400240024002,0.20695269224999988
25,0.25002500250025006,0.3209574724490242
26,0.26002600260026004,0.2840952885312787
27,0.27002700270027,0.22439002560211962
28,0.28002800280028006,0.2438965670303776
29,0.29002900290029004,0.35846851483647013
30,0.3000300030003,0.36246999662017737
31,0.31003100310031007,0.2213564606025819
32,0.32003200320032005,0.17423723427347565
33,0.33003300330033003,0.27744704274363147
34,0.34003400340034007,0.4600958053258764
35,0.35003500350035005,0.29464145326226754
36,0.36003600360036003,0.26284713027540985
37,0.37003700370037007,0.35237671674728627
38,0.38003800380038005,0.3717709050756344
39,0.39003900390039004,0.39012497959718734
40,0.4000400040004001,0.24643821738397434
41,0.41004100410041006,0.291903361341769
42,0.42004200420042004,0.4574172337318326
43,0.4300430043004301,0.47236543108917484
44,0.44004400440044006,0.3986650877583741
45,0.45004500450045004,0.42559679595262145
46,0.4600460046004601,0.33414497964372364
47,0.47004700470047006,0.3270499075443538
48,0.48004800480048004,0.5233871215734814
49,0.4900490049004901,0.3875240176358976
50,0.5000500050005001,0.6017268767980286
51,0.51005100510051,0.6790198373093115
52,0.5200520052005201,0.541747884852201
53,0.5300530053005301,0.46538996264141197
54,0.54005400540054,0.37643073443505626
55,0.5500550055005501,0.586920013001186
56,0.5600560056005601,0.5015446471159488
57,0.57005700570057,0.5583588718011478
58,0.5800580058005801,0.6971823422764551
59,0.5900590059005901,0.4606902707450048
60,0.6000600060006,0.8433833356408471
61,0.6100610061006101,0.573699065421334
62,0.6200620062006201,0.5788515877639658
63,0.6300630063006301,0.5779946285046431
64,0.6400640064006401,0.5162328597687968
65,0.6500650065006501,0.7842051201318267
66,0.6600660066006601,0.5350373489404989
67,0.6700670067006701,0.6776787482983623
68,0.6800680068006801,0.4184107221096148
69,0.6900690069006901,0.9543817560652496
70,0.7000700070007001,0.7309963104953763
71,0.7100710071007101,0.8092185509813697
72,0.7200720072007201,0.6336945246746792
73,0.7300730073007301,0.793552007351097
74,0.7400740074007401,0.7155688543723769
75,0.7500750075007501,0.66886890215581
76,0.7600760076007601,0.669413898304217
77,0.7700770077007701,0.6064222346454522
